time,paymentservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,adservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,paymentservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,adservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,paymentservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,adservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,paymentservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,adservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,paymentservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,adservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692583582,0.9406502869264864,5.422511582329153,0.8810392343112365,7.343682124004943,0.7235438776404554,12.73166006084923,7.5296023824907214,0.3797473688942848,7.038439960810532,4.153914977186624,0.4141840455733924,0.9130316802629932,95805440,41119744,11239424,40534016,42356736,17457152,120184832,38797312,9773056,47996928,3178496,9101312,56.0,70.0,0.0,188.0,0.0,30.0,40.0,0.0,476.0,70.0,16.0,0,0,0.0013170478170478,0.003326656394453,0.0374087591240875,0.0004866588138891,0.0030913705583756,0.0237437965260545,0.0021448275862068,0.0003697878328642,0.0035555238367113,0.0010692737430167,0.0043049896049896,0.009765625,0.1886363636363636,0.0045160440613026,0.0047969543147208,0.1990326975476838,0.0044289655172413,0.0040350724062686,0.0091435331230283,0.0042531843575418
1692583583,0.9406502869264864,5.059191916024983,0.8810392343112365,7.343682124004943,0.7235438776404554,12.486482539377024,7.5296023824907214,0.3797473688942848,7.038439960810532,4.153914977186624,0.4141840455733924,0.9130316802629932,95805440,41119744,11239424,40534016,42356736,17457152,120184832,38797312,9773056,47996928,3178496,9101312,0.0,0.0,0.0,60.0,0.0,6.0,6.0,0.0,62.0,0.0,0.0,0,0,0.0013170478170478,0.003326656394453,0.0374087591240875,0.0004866588138891,0.0030913705583756,0.0237437965260545,0.0021448275862068,0.0003697878328642,0.0035555238367113,0.0010692737430167,0.0043049896049896,0.009765625,0.1886363636363636,0.0045160440613026,0.0047969543147208,0.1990326975476838,0.0044289655172413,0.0040350724062686,0.0091435331230283,0.0042531843575418
1692583584,0.9406502869264864,5.059191916024983,0.8810392343112365,7.343682124004943,0.7235438776404554,14.169166206428269,7.5296023824907214,0.3797473688942848,7.038439960810532,4.153914977186624,0.4141840455733924,0.9130316802629932,95805440,41119744,11239424,40534016,42356736,16416768,120184832,38797312,9773056,47996928,3178496,9101312,72.0,120.0,20.0,418.0,22.0,56.0,80.0,20.0,1050.0,84.0,84.0,0,0,0.0014539748953974,0.003326656394453,0.0374087591240875,0.0004866588138891,0.0030913705583756,0.0237437965260545,0.002156462585034,0.0003697878328642,0.0035555238367113,0.0010692737430167,0.0043326359832635,0.009765625,0.1886363636363636,0.0045160440613026,0.0047969543147208,0.1990326975476838,0.0044312925170068,0.0040350724062686,0.0091435331230283,0.0042531843575418
1692583585,0.9406502869264864,5.059191916024983,0.8810392343112365,7.343682124004943,0.7048624745887175,14.169166206428269,7.536834502834417,0.3797473688942848,7.038439960810532,4.153914977186624,0.3497894264775705,0.9130316802629932,95805440,41119744,11239424,40534016,42356736,16416768,120184832,38797312,9773056,47996928,3178496,9101312,50.0,70.0,0.0,242.0,0.0,40.0,40.0,0.0,456.0,60.0,20.0,0,0,0.0013476461458872,0.003326656394453,0.0374087591240875,0.0004866588138891,0.0030913705583756,0.0237437965260545,0.002156462585034,0.0003677202857761,0.0035787413429689,0.001053872053872,0.0043109156751164,0.009765625,0.1886363636363636,0.0045160440613026,0.0047969543147208,0.1990326975476838,0.0044312925170068,0.0040238576627577,0.0092218700475435,0.0042502805836139
1692583586,0.9406502869264864,3.685753489738855,0.8810392343112365,7.343682124004943,0.7048624745887175,14.169166206428269,7.536834502834417,0.3797473688942848,7.038439960810532,4.153914977186624,0.4031096334997708,0.9130316802629932,95805440,41119744,11239424,40534016,42356736,16416768,120184832,38797312,9773056,47996928,3178496,9101312,52.0,94.0,4.0,244.0,4.0,44.0,42.0,4.0,574.0,76.0,28.0,0,0,0.0013384130320546,0.0033655299162752,0.0359375,0.0004957102745424,0.0030101522842639,0.0239182389937106,0.0021079136690647,0.0003768554514931,0.0036008759124087,0.0010137299771167,0.0043366263794009,0.0359259259259261,0.0499652777777777,0.0045586320754716,0.0046507614213197,0.2113520408163262,0.0044215827338129,0.0040981580966999,0.0094481707317073,0.004254004576659
1692583587,0.9406502869264864,3.759654049939737,0.8810392343112365,7.253210778101183,0.7048624745887175,14.169166206428269,7.536834502834417,0.3797473688942848,7.038439960810532,4.153914977186624,0.4031096334997708,0.8946432494209211,95805440,41119744,11239424,40898560,42356736,16416768,120184832,38797312,9773056,47996928,3178496,9101312,38.0,82.0,2.0,302.0,0.0,50.0,40.0,2.0,446.0,58.0,28.0,0,0,0.0013384130320546,0.0033650980392156,0.0358443708609271,0.0004964642262895,0.00300970792199,0.0240863752122241,0.0021428571428571,0.0003770763385757,0.0036008759124087,0.0010538116591928,0.0043366263794009,0.039196428571428,0.0498178807947019,0.0045587730638147,0.0046485427429065,0.2224468085106385,0.0044285714285714,0.0040994158766637,0.0094481707317073,0.0042609865470852
1692583588,0.9406502869264864,3.833554610140618,0.8810392343112365,7.253210778101183,0.7057175885716528,14.169166206428269,7.536834502834417,0.3797473688942848,7.038439960810532,4.153914977186624,0.4031096334997708,0.8639807880494536,95805440,41119744,11239424,40898560,42356736,16416768,120184832,38797312,9773056,47996928,3178496,9121792,40.0,76.0,10.0,198.0,12.0,24.0,36.0,10.0,540.0,52.0,38.0,0,0,0.0013384130320546,0.0033650980392156,0.0358443708609271,0.0004964642262895,0.003009708737864,0.0240863752122241,0.0021428571428571,0.0003770763385757,0.0036008759124087,0.0010538116591928,0.0043366263794009,0.039196428571428,0.0498178807947019,0.0045587730638147,0.0046485436893203,0.2224468085106385,0.0044285714285714,0.0040994158766637,0.0094481707317073,0.0042609865470852
1692583589,0.9406502869264864,4.434033612052878,0.8810392343112365,7.253210778101183,0.7057175885716528,14.169166206428269,7.536834502834417,0.3797473688942848,7.038439960810532,4.153914977186624,0.4031096334997708,0.8639807880494536,95805440,41119744,11239424,40898560,42356736,16416768,120184832,38797312,9773056,47996928,3178496,9121792,108.0,170.0,0.0,470.0,0.0,94.0,82.0,0.0,718.0,128.0,36.0,0,0,0.0014786954234613,0.0033650980392156,0.0358443708609271,0.0004964642262895,0.003009708737864,0.0240863752122241,0.0021292517006802,0.0003770763385757,0.0036008759124087,0.0010538116591928,0.004364755391899,0.039196428571428,0.0498178807947019,0.0045587730638147,0.0046485436893203,0.2224468085106385,0.004425850340136,0.0040994158766637,0.0094481707317073,0.0042609865470852
1692583590,0.951861579107176,4.434033612052878,0.8702513526488145,7.253210778101183,0.7057175885716528,14.169166206428269,7.536834502834417,0.3797473688942848,7.038439960810532,4.153914977186624,0.4031096334997708,0.8639807880494536,95862784,41119744,11239424,40898560,42356736,16416768,120184832,38797312,9773056,47996928,3178496,9121792,86.0,148.0,2.0,468.0,0.0,84.0,86.0,2.0,784.0,106.0,46.0,0,0,0.0013674321503131,0.0033650980392156,0.0358443708609271,0.0004964642262895,0.003009708737864,0.0240863752122241,0.0021292517006802,0.0003748453790422,0.0036352649519677,0.001047032474804,0.0043419624217118,0.039196428571428,0.0498178807947019,0.0045587730638147,0.0046485436893203,0.2224468085106385,0.004425850340136,0.0040889387874646,0.0095856269113149,0.0042595744680851
1692583591,0.951861579107176,4.434033612052878,0.8702513526488145,7.253210778101183,0.7057175885716528,14.169166206428269,7.536834502834417,0.3797473688942848,7.038439960810532,4.153914977186624,0.4031096334997708,0.8639807880494536,95862784,41119744,11239424,40898560,42356736,16416768,120184832,38797312,9773056,47996928,3178496,9121792,50.0,78.0,2.0,228.0,2.0,30.0,42.0,4.0,530.0,62.0,26.0,0,0,0.00136820083682,0.0033997488488907,0.0349489795918367,0.0004943328181349,0.0029802955665024,0.0240932311621966,0.0020791366906474,0.0003777382072302,0.0036283844094019,0.0004977477477477,0.0043489539748953,0.1175641025641023,0.0488945578231292,0.0045819623624097,0.0045960591133004,0.2309154929577464,0.0044158273381294,0.0041057800115986,0.0096893129770992,0.0042480369515011
1692583592,0.951861579107176,4.434033612052878,0.8702513526488145,7.253210778101183,0.7057175885716528,13.754735388501866,7.536834502834417,0.3797473688942848,5.388540179420954,4.153914977186624,0.4031096334997708,0.8639807880494536,95862784,41119744,11239424,40898560,42356736,16416768,120184832,38797312,9773056,47996928,3178496,9121792,78.0,140.0,4.0,460.0,4.0,70.0,66.0,4.0,680.0,104.0,28.0,0,0,0.00136820083682,0.0033956043956043,0.0345198675496688,0.0004950798557444,0.0029812206572769,0.0241278324070115,0.0021409395973154,0.0003779509922501,0.0036283844094019,0.0010270880361173,0.0043489539748953,0.1160714285714278,0.0487582781456953,0.0045820240622788,0.0045962441314553,0.2396503496503497,0.004428187919463,0.0041066859623733,0.0096893129770992,0.0042559819413092
1692583593,0.9518615791071762,4.610624389657477,0.8702513526488145,7.253210778101183,0.7057175885716528,13.754735388501866,6.191321123215903,0.3797473688942848,5.498579442416016,4.153914977186624,0.3476260714444552,0.8639807880494536,95862784,41132032,11239424,40898560,42356736,16416768,120184832,38797312,9773056,47996928,3178496,9121792,48.0,104.0,4.0,318.0,4.0,62.0,54.0,4.0,546.0,76.0,40.0,0,0,0.00136820083682,0.0033956043956043,0.0345198675496688,0.0004950798557444,0.0029812206572769,0.0241278324070115,0.0021409395973154,0.0003779509922501,0.0036283844094019,0.0010270880361173,0.0043489539748953,0.1160714285714278,0.0487582781456953,0.0045820240622788,0.0045962441314553,0.2396503496503497,0.004428187919463,0.0041066859623733,0.0096893129770992,0.0042559819413092
1692583594,0.9518615791071762,4.610624389657477,0.8702513526488145,7.253210778101183,0.7057175885716528,13.754735388501866,7.4035711712403875,0.3797473688942848,5.608618705411079,4.210732943830808,0.406596714885161,0.8639807880494536,95862784,41132032,11239424,40898560,42356736,16416768,120188928,38797312,9773056,47996928,3047424,9121792,46.0,90.0,2.0,308.0,2.0,44.0,44.0,2.0,438.0,64.0,28.0,0,0,0.0015301204819277,0.0033956043956043,0.0345198675496688,0.0004950798557444,0.0029812206572769,0.0241278324070115,0.0021125827814569,0.0003779509922501,0.0036283844094019,0.0010270880361173,0.0043814562598218,0.1160714285714278,0.0487582781456953,0.0045820240622788,0.0045962441314553,0.2396503496503497,0.0044225165562913,0.0041066859623733,0.0096893129770992,0.0042559819413092
1692583595,0.9518615791071762,4.610624389657477,0.8702513526488145,7.253210778101183,0.7057175885716528,13.754735388501866,7.4035711712403875,0.3297736174833682,6.602355779703739,4.177814270558994,0.406596714885161,0.8639807880494536,95862784,41132032,11239424,40898560,42356736,16416768,120188928,38977536,9773056,47996928,3047424,9121792,58.0,122.0,6.0,394.0,8.0,64.0,60.0,6.0,590.0,82.0,40.0,0,0,0.0013757195185766,0.0033956043956043,0.0345198675496688,0.0004950798557444,0.0029812206572769,0.0241278324070115,0.0021125827814569,0.0003758455404739,0.0036622599937047,0.0010291479820627,0.0043504971219256,0.1160714285714278,0.0487582781456953,0.0045820240622788,0.0045962441314553,0.2396503496503497,0.0044225165562913,0.0040975729586322,0.009831797235023,0.0042560538116591
1692583596,0.9518615791071762,4.610624389657477,0.8702513526488145,7.253210778101183,0.7057175885716528,13.754735388501866,7.4035711712403875,0.3297736174833682,5.592883090802786,4.177814270558994,0.406596714885161,0.8639807880494536,95862784,41132032,11239424,40898560,42356736,16416768,120188928,38977536,9773056,47996928,3047424,9121792,84.0,156.0,8.0,512.0,8.0,82.0,78.0,8.0,780.0,116.0,38.0,0,0,0.0013574828133262,0.0034155899173903,0.034933774834437,0.0004993461659169,0.0029903381642512,0.0242441860465116,0.002056338028169,0.0003793968154012,0.0036232530478739,0.0004974916387959,0.0043459545214172,0.1509523809523806,0.048841059602649,0.0045885162960348,0.0046135265700483,0.2402797202797199,0.0044112676056338,0.0041140423087967,0.0096901081916537,0.0042471395881006
1692583597,0.9518615791071762,4.610624389657477,0.7426169049585233,7.253210778101183,0.7057175885716528,13.754735388501862,7.4035711712403875,0.3297736174833682,5.482843827807724,4.177814270558994,0.406596714885161,0.8639807880494536,95862784,41132032,11239424,40898560,42356736,16416768,120188928,38977536,9773056,47996928,3047424,9121792,24.0,38.0,2.0,184.0,4.0,12.0,30.0,2.0,398.0,26.0,20.0,0,0,0.0013574828133262,0.0033925940672904,0.0350460122699386,0.0010063150508712,0.003,0.0243633607622347,0.0021354838709677,0.0003798353724361,0.0036232530478739,0.0010378197997775,0.0043459545214172,0.1144047619047616,0.0487269938650306,0.0045885861302771,0.0046292237442922,0.2407209302325577,0.0044270967741935,0.0041158497043677,0.0096901081916537,0.0042609566184649
1692583598,0.9518615791071762,4.610624389657477,0.8769134711259206,7.293749250085289,0.7057175885716528,11.825977618649192,7.4035711712403875,0.3297736174833682,5.372804564812662,4.177814270558994,0.406596714885161,0.8639807880494536,95862784,41132032,11198464,40468480,42356736,16416768,120188928,38977536,9773056,47996928,3047424,9121792,154.0,280.0,0.0,740.0,0.0,144.0,118.0,0.0,894.0,194.0,36.0,0,0,0.0013574828133262,0.0033925940672904,0.0350460122699386,0.0010063150508712,0.003,0.0243633607622347,0.0021354838709677,0.0003798353724361,0.0036232530478739,0.0010378197997775,0.0043459545214172,0.1144047619047616,0.0487269938650306,0.0045885861302771,0.0046292237442922,0.2407209302325577,0.0044270967741935,0.0041158497043677,0.0096901081916537,0.0042609566184649
1692583599,0.9518615791071762,4.610624389657477,0.8769134711259206,7.045605206525457,0.7057175885716528,11.596732028840826,7.4035711712403875,0.3297736174833682,5.262765301817599,4.177814270558994,0.406596714885161,0.8639807880494536,95862784,41132032,11198464,40468480,42356736,16416768,120188928,38977536,9773056,47996928,3047424,9121792,50.0,112.0,18.0,298.0,24.0,52.0,50.0,18.0,622.0,76.0,56.0,0,0,0.0015121951219512,0.0033925940672904,0.0350460122699386,0.0010063150508712,0.003,0.0243633607622347,0.0021428571428571,0.0003798353724361,0.0036232530478739,0.0010378197997775,0.0043770943796394,0.1144047619047616,0.0487269938650306,0.0045885861302771,0.0046292237442922,0.2407209302325577,0.0044285714285714,0.0041158497043677,0.0096901081916537,0.0042609566184649
1692583600,0.9518615791071762,4.610624389657477,0.9054583639605024,7.045605206525457,0.7057175885716528,11.36748643903246,7.4035711712403875,0.3297736174833682,6.820850881904391,4.177814270558994,0.3985324713881122,0.8639807880494536,95862784,41132032,11198464,40468480,42356736,16416768,120188928,38977536,9805824,47996928,3047424,9121792,50.0,84.0,2.0,312.0,2.0,50.0,44.0,2.0,462.0,56.0,20.0,0,0,0.0014089490114464,0.0033925940672904,0.0350460122699386,0.0010063150508712,0.003,0.0243633607622347,0.0021428571428571,0.000377800017992,0.0036553672316384,0.0010676117775354,0.0043567117585848,0.1144047619047616,0.0487269938650306,0.0045885861302771,0.0046292237442922,0.2407209302325577,0.0044285714285714,0.0041070444401319,0.0098289269051321,0.00426586695747
1692583601,0.96445575517084,4.610624389657477,0.9054583639605024,7.045605206525457,0.6017497051619689,11.138240849224095,7.4035711712403875,0.3297736174833682,6.820850881904391,4.177814270558994,0.3985324713881122,0.8639807880494536,95862784,41132032,11198464,40468480,42356736,16416768,120188928,38977536,9805824,47996928,3047424,9121792,76.0,132.0,2.0,338.0,0.0,74.0,66.0,2.0,658.0,104.0,32.0,0,0,0.0014289459884635,0.0034509137271568,0.0352564102564102,0.0011021126760563,0.003,0.0245949477351916,0.0020980392156862,0.0003876216683343,0.0037016055740684,0.0010222222222222,0.004413319349764,0.1809328358208961,0.0494871794871794,0.0047120657276995,0.0046293577981651,0.261063829787234,0.0044196078431372,0.004205198156682,0.0111610576923077,0.0042613333333333
1692583602,0.96445575517084,4.610624389657477,0.9054583639605024,7.045605206525457,0.5808241617581229,14.084749942225985,7.290711523503816,0.3297736174833682,6.820850881904391,4.177814270558994,0.3985324713881122,0.6812956777724725,95862784,41132032,11198464,40468480,42356736,16056320,120188928,38977536,9805824,47996928,3047424,9121792,52.0,94.0,0.0,252.0,0.0,50.0,46.0,0.0,484.0,70.0,22.0,0,0,0.0014289459884635,0.0034583923871228,0.0354294478527607,0.0011130049031053,0.003,0.0246522963604852,0.0021736526946107,0.0003880196488674,0.0037016055740684,0.0010818965517241,0.004413319349764,0.1822887323943655,0.0499079754601227,0.0047127247256595,0.0046275862068965,0.2977091633466128,0.0044347305389221,0.0042070568776991,0.0111610576923077,0.0042715517241379
1692583603,0.96445575517084,3.722958036277524,0.9054583639605024,7.045605206525457,0.6849331601291254,14.084749942225985,7.290711523503816,0.3297736174833682,6.820850881904391,4.177814270558994,0.3985324713881122,0.8581062674695762,95862784,41132032,11198464,40468480,42356736,16056320,120188928,38977536,9805824,47996928,3047424,9138176,32.0,58.0,0.0,132.0,0.0,28.0,28.0,0.0,442.0,52.0,20.0,0,0,0.0014289459884635,0.0034583923871228,0.0354294478527607,0.0011130049031053,0.003,0.0246522963604852,0.0021736526946107,0.0003880196488674,0.0037016055740684,0.0010818965517241,0.004413319349764,0.1822887323943655,0.0499079754601227,0.0047127247256595,0.0046275862068965,0.2977091633466128,0.0044347305389221,0.0042070568776991,0.0111610576923077,0.0042715517241379
1692583604,0.96445575517084,3.7962631304701686,0.9054583639605024,7.045605206525457,0.6849331601291254,14.084749942225985,7.290711523503816,0.3297736174833682,6.820850881904391,4.177814270558994,0.3985324713881122,0.8581062674695762,95862784,41132032,11198464,40468480,42356736,16056320,120188928,38977536,9805824,47996928,3047424,9138176,70.0,154.0,8.0,396.0,8.0,72.0,72.0,8.0,822.0,108.0,46.0,0,0,0.0015831148400629,0.0034583923871228,0.0354294478527607,0.0011130049031053,0.003,0.0246522963604852,0.0021325301204819,0.0003880196488674,0.0037016055740684,0.0010818965517241,0.0044441531200839,0.1822887323943655,0.0499079754601227,0.0047127247256595,0.0046275862068965,0.2977091633466128,0.0044265060240963,0.0042070568776991,0.0111610576923077,0.0042715517241379
1692583605,0.961811124320656,3.869568224662813,0.9054583639605024,7.045605206525457,0.6849331601291254,14.033713057805096,7.290711523503816,0.3297736174833682,6.820850881904391,4.177814270558994,0.3985324713881122,0.8581062674695762,95862784,41132032,11198464,40468480,42356736,16056320,120188928,38977536,9805824,47996928,3047424,9138176,62.0,124.0,6.0,494.0,2.0,66.0,66.0,6.0,666.0,74.0,44.0,0,0,0.0014274489261393,0.0034583923871228,0.0354294478527607,0.0011130049031053,0.003,0.0246522963604852,0.0021325301204819,0.0003861320840534,0.0037343949044585,0.0010581270182992,0.0044128863279203,0.1822887323943655,0.0499079754601227,0.0047127247256595,0.0046275862068965,0.2977091633466128,0.0044265060240963,0.0042009704208267,0.0122139423076923,0.0042667384284176
