time,paymentservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,adservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,paymentservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,adservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,paymentservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,adservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,cartservice_error,checkoutservice_error,frontend_error,frontend-external_error,paymentservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,adservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,paymentservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,adservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1693321703,1.2705040413200364,5.364982301262946,0.8983538556342248,6.054288256868777,0.5245505923128766,14.977516401444785,5.821520321059786,0.3186317511931522,7.264816562456645,4.909744154961859,0.330312956995228,0.8942141347716835,93192192,52232192,10932224,46489600,42237952,15974400,64385024,40886272,9220096,46579712,3051520,8904704,56.0,70.0,2.0,204.899,4.0,50.0,40.0,2.0,444.0,60.0,20.0,0,0,0,0,0.0012219839142091,0.0031166754524688,0.0205,0.0003582530742376,0.0028680203045685,0.0201988520349378,0.0019790209790209,0.0003139138829186,0.0032719919110212,0.0003885047536732,0.0042718498659517,0.0048100158144438,0.0417916666666666,0.0038424392067321,0.0046060913705583,0.0773858267716535,0.0043958041958041,0.0031473842453397,0.0061388174807198,0.0038870109546165
1693321704,1.2705040413200364,6.859824734640825,0.8983538556342248,6.054288256868777,0.51415171452383,14.977516401444785,5.821520321059786,0.3186317511931522,7.264816562456645,4.909744154961859,0.330312956995228,0.8942141347716835,93192192,52240384,10932224,46489600,42237952,15974400,64385024,40886272,9220096,46579712,3051520,8904704,86.0,154.0,8.0,482.0,8.0,76.0,82.0,6.0,834.0,96.0,44.0,0,0,0,0,0.0012219839142091,0.0031166754524688,0.0205,0.0003582392177669,0.0028522167487684,0.0202815272022563,0.0019790209790209,0.0003139138829186,0.0032719919110212,0.0003885047536732,0.0042718498659517,0.0048100158144438,0.0417916666666666,0.0038423205652658,0.0045862068965517,0.0780555555555555,0.0043958041958041,0.0031473842453397,0.0061388174807198,0.0038870109546165
1693321705,1.2705040413200364,6.859824734640825,0.8983538556342248,6.054288256868777,0.5037528367347834,14.977516401444785,5.821520321059786,0.3186317511931522,6.157658518338254,4.909744154961859,0.330312956995228,0.8942141347716835,93192192,52240384,10932224,46489600,42237952,15974400,64385024,40886272,9220096,46579712,3051520,8904704,62.0,82.0,6.0,256.0,4.0,54.0,54.0,4.0,496.0,70.0,26.0,0,0,0,0,0.0012219839142091,0.0031161403508771,0.0204905063291139,0.0003581403269754,0.0028461538461538,0.0202815272022563,0.001938775510204,0.0003139291436061,0.0032719919110212,0.0003887938408896,0.0042718498659517,0.0048090526315789,0.0417622950819672,0.0038413306076937,0.0045692307692307,0.0780555555555555,0.0043877551020408,0.0031476941565269,0.0061388174807198,0.0038884080370942
1693321706,1.2705040413200364,6.859824734640825,0.8983538556342248,4.144812125000215,0.6261271197778393,14.977516401444785,5.911796807039239,0.3311390489097391,7.479360192768252,4.909744154961859,0.330312956995228,0.8942141347716835,93192192,52240384,10932224,46489600,42237952,15974400,64385024,40861696,9220096,46579712,3051520,8904704,44.0,64.0,0.0,178.0,0.0,40.0,34.0,0.0,392.0,56.0,14.0,0,0,0,0,0.0012209302325581,0.0031192125410134,0.0206085526315789,0.0003605927326537,0.0028461538461538,0.0203165896611941,0.001938775510204,0.0003134692651421,0.0032722485518694,0.0003825954861111,0.004273953488372,0.0048145825738242,0.0420081967213114,0.0038724752475247,0.0045692307692307,0.0792414860681115,0.0043877551020408,0.0031389592123769,0.0061554054054054,0.0038551724137931
1693321707,1.2705040413200364,6.859824734640825,0.7628496536486857,5.323137118449706,0.6261271197778393,14.977516401444785,5.911796807039239,0.3311390489097391,7.516111461997772,4.827344432748675,0.330312956995228,0.8942141347716835,93192192,52240384,10932224,42885120,42237952,15974400,64385024,40861696,9203712,46571520,3051520,8904704,76.0,112.0,0.0,298.0,0.0,50.0,58.0,0.0,686.0,94.0,22.0,0,0,0,0,0.0012051282051282,0.0031157949973762,0.0205,0.0003603208921256,0.0028461538461538,0.0203257445761547,0.001938775510204,0.0003145776566757,0.0032710327455919,0.000391472868217,0.004268376068376,0.0048084309952772,0.0417741935483871,0.0038560699963543,0.0045692307692307,0.0787280701754385,0.0043877551020408,0.0031621701749184,0.0061208226221079,0.0039019847328244
1693321708,1.2705040413200364,6.859824734640825,0.7478770893881154,5.430456267629152,0.6261271197778393,14.977516401444785,5.911796807039239,0.3311390489097391,7.516111461997772,4.827344432748675,0.330312956995228,0.8942141347716835,93192192,52240384,10932224,42885120,42237952,15974400,64385024,40861696,9203712,46571520,3051520,8904704,58.0,80.0,2.0,280.0,4.0,48.0,40.0,4.0,468.0,68.0,22.0,0,0,0,0,0.0012051282051282,0.0031038014233639,0.0205,0.0003603208921256,0.0028461538461538,0.0203257445761547,0.001938775510204,0.0003148319709355,0.0032505581741503,0.000391472868217,0.004268376068376,0.0047868425620551,0.0417741935483871,0.0038560699963543,0.0045692307692307,0.0787280701754385,0.0043877551020408,0.0031674734356552,0.0056945945945945,0.0039019847328244
1693321709,1.2705040413200364,6.859824734640825,0.9623466133974214,6.439148950766767,0.6261271197778393,14.977516401444785,5.911796807039239,0.3311390489097391,7.516111461997772,4.827344432748675,0.330312956995228,0.904213505830206,93192192,52240384,10964992,42885120,42237952,15974400,64385024,40861696,9203712,46571520,3051520,8904704,42.0,80.0,2.0,224.0,4.0,38.0,40.0,2.0,436.0,62.0,24.0,0,0,0,0,0.0012051282051282,0.0031038014233639,0.0205,0.0003603208921256,0.0028737864077669,0.0199929776726635,0.001938775510204,0.0003148319709355,0.0032505581741503,0.000391472868217,0.004268376068376,0.0047868425620551,0.0417741935483871,0.0038560699963543,0.0045747572815533,0.0718560606060605,0.0043877551020408,0.0031674734356552,0.0056945945945945,0.0039019847328244
1693321710,1.2705040413200364,6.859824734640825,1.008187778236211,6.439148950766767,0.6261271197778393,14.977516401444785,5.911796807039239,0.3311390489097391,7.516111461997772,4.827344432748675,0.330312956995228,0.904213505830206,93192192,52240384,10964992,42885120,42237952,15974400,64385024,40861696,9203712,46571520,3051520,8904704,28.0,44.0,2.0,168.0,4.0,40.0,28.0,4.0,248.0,20.0,18.0,0,0,0,0,0.0012051282051282,0.0031035801181786,0.0205095541401273,0.0003602383120825,0.0028712871287128,0.0199929776726635,0.0019142857142857,0.0003148188524292,0.0032505581741503,0.000392731277533,0.004268376068376,0.0047864442127215,0.0415322580645161,0.0038555575835006,0.0045742574257425,0.0718560606060605,0.0043828571428571,0.0031671932673852,0.0056945945945945,0.0039083591331269
1693321711,1.2705040413200364,6.859824734640825,1.008187778236211,6.439148950766767,0.6261271197778393,14.977516401444785,5.911796807039239,0.3311390489097391,7.516111461997772,5.017354598964538,0.330312956995228,0.904213505830206,93192192,52240384,10964992,42885120,42237952,15974400,64385024,40861696,9203712,46571520,3051520,8904704,142.0,264.0,0.0,692.0,0.0,66.0,100.0,0.0,1180.0,176.0,42.0,0,0,0,0,0.0011428571428571,0.0030808692554328,0.0205794701986754,0.0003522763770676,0.0028712871287128,0.0198089851389251,0.0019142857142857,0.0003087035943612,0.0032143943233654,0.0003834369449378,0.00423981264637,0.0047455646597791,0.0414112903225806,0.0037467927631578,0.0045742574257425,0.0656666666666666,0.0043828571428571,0.0029432528180354,0.0049859097820577,0.0038553333333333
1693321712,1.2705040413200364,6.859824734640825,1.008187778236211,6.439148950766767,0.6261271197778393,15.012747738430807,5.911796807039239,0.3311390489097391,7.516111461997772,5.017354598964538,0.330312956995228,0.904213505830206,93192192,52240384,10964992,42885120,42237952,15974400,64385024,40861696,9203712,46571520,3051520,8904704,0.0,2.0,2.0,92.0,2.0,0.0,0.0,2.0,64.0,0.0,2.0,0,0,0,0,0.0011926556679084,0.0030945153501207,0.0205,0.0003572898735124,0.0028712871287128,0.019818481090849,0.0019142857142857,0.000310793331417,0.0032335299901671,0.0003933628318584,0.0042623736029803,0.0047701276302173,0.04125,0.0038578367270689,0.0045742574257425,0.0686106750392464,0.0043828571428571,0.0030075861022606,0.0052923728813559,0.0039069551777434
1693321713,1.1056798319785166,6.859824734640825,1.008187778236211,6.439148950766767,0.6261271197778393,15.012747738430807,5.953636828878249,0.3311390489097391,7.516111461997772,5.017354598964538,0.330312956995228,0.904213505830206,93192192,52240384,10964992,42885120,42237952,15974400,64405504,40861696,9203712,46571520,3051520,8904704,82.0,120.0,10.0,462.0,8.0,76.0,84.0,8.0,744.0,90.0,44.0,0,0,0,0,0.0011926556679084,0.0030976542137271,0.0205,0.0003572898735124,0.0028712871287128,0.019818481090849,0.0019142857142857,0.0003105418223627,0.0032434782608695,0.0003933628318584,0.0042623736029803,0.0047757775847089,0.04125,0.0038578367270689,0.0045742574257425,0.0686106750392464,0.0043828571428571,0.0029998781602193,0.0055612244897959,0.0039069551777434
1693321714,1.0953681712072945,6.859824734640825,1.008187778236211,6.439148950766767,0.6261271197778393,14.600986566356172,5.953636828878249,0.3311390489097391,7.516111461997772,5.017354598964538,0.3268462404769779,0.883468746384921,93192192,52240384,10964992,42885120,42237952,16101376,64405504,40861696,9203712,46571520,3051520,8904704,84.0,144.0,8.0,494.0,8.0,76.0,80.0,8.0,720.0,88.0,48.0,0,0,0,0,0.0011926556679084,0.0030976542137271,0.0205,0.0003572898735124,0.0028613861386138,0.0199821882790797,0.0019142857142857,0.0003105418223627,0.0032434782608695,0.0003933628318584,0.0042623736029803,0.0047757775847089,0.04125,0.0038578367270689,0.0045722772277227,0.0742248062015504,0.0043828571428571,0.0029998781602193,0.0055612244897959,0.0039069551777434
1693321715,1.2597708979068412,6.859824734640825,1.008187778236211,6.439148950766767,0.6261271197778393,14.600986566356172,5.953636828878249,0.3311390489097391,7.516111461997772,5.017354598964538,0.3268462404769779,0.883468746384921,93192192,52240384,10964992,42885120,42237952,16101376,64405504,40861696,9203712,46571520,3051520,8904704,50.0,80.0,2.0,292.0,0.0,46.0,46.0,2.0,494.0,68.0,22.0,0,0,0,0,0.0011926556679084,0.0030972897845726,0.0204326923076923,0.0003576165143114,0.0028613861386138,0.0199821882790797,0.0019142857142857,0.0003105840071877,0.0032434782608695,0.0003940602836879,0.0042623736029803,0.0047751216122307,0.041375,0.0038610106283796,0.0045722772277227,0.0742248062015504,0.0043828571428571,0.0030007305936073,0.0055612244897959,0.0039103235747303
1693321716,1.2597708979068412,6.973497272486718,1.008187778236211,6.439148950766767,0.6261271197778393,14.600986566356172,5.953636828878249,0.3431887343174405,7.516111461997772,5.017354598964538,0.3268462404769779,0.883468746384921,93192192,52240384,10964992,42885120,42237952,16101376,64405504,40861696,9203712,46571520,3051520,8904704,56.0,70.0,2.0,276.0,4.0,42.0,42.0,4.0,382.0,52.0,26.0,0,0,0,0,0.0011765402843601,0.0030841189267585,0.0201644736842105,0.0003510655670776,0.0028613861386138,0.0198442112269589,0.0019142857142857,0.0003080754279733,0.0032210144927536,0.0003830500894454,0.0042618483412322,0.0047514140681653,0.040754716981132,0.0037336717428088,0.0045722772277227,0.0709472817133442,0.0043828571428571,0.0029013520117282,0.0049978260869565,0.0038531986531986
1693321717,1.2597708979068412,6.973497272486718,1.008187778236211,6.439148950766767,0.629235033534348,14.600986566356172,5.953636828878249,0.3431887343174405,7.59301371552201,5.017354598964538,0.3268462404769779,0.883468746384921,93192192,52240384,10964992,42885120,42237952,16101376,64405504,40861696,9203712,46571520,3051520,8904704,40.0,78.0,10.0,190.0,8.0,38.0,40.0,8.0,424.0,46.0,40.0,0,0,0,0,0.0012023554603854,0.003097578097578,0.0202056962025316,0.0003570884726663,0.0028613861386138,0.0200211334613853,0.0019142857142857,0.0003112057357062,0.0032433041301627,0.0003922528940338,0.0042678800856531,0.0047756405756405,0.0411363636363636,0.0038179597971068,0.0045722772277227,0.074945987654321,0.0043828571428571,0.002988932330827,0.005577743902439,0.0039015673981191
1693321718,1.2597708979068412,6.973497272486718,1.008187778236211,6.439148950766767,0.629235033534348,14.600986566356172,5.953636828878249,0.3431887343174405,7.59301371552201,5.017354598964538,0.3268462404769779,0.883468746384921,93192192,52240384,10964992,42885120,42237952,16101376,64405504,40861696,9203712,46571520,3051520,8904704,76.0,116.0,0.0,416.0,0.0,64.0,72.0,0.0,632.0,80.0,30.0,0,0,0,0,0.0012023554603854,0.003096326243628,0.0202056962025316,0.0003570884726663,0.0028613861386138,0.0200211334613853,0.0019142857142857,0.000311096553481,0.0032434738955823,0.0003922528940338,0.0042678800856531,0.0047733872385304,0.0411363636363636,0.0038179597971068,0.0045722772277227,0.074945987654321,0.0043828571428571,0.0029857207410754,0.0055807926829268,0.0039015673981191
1693321719,1.2597708979068412,6.973497272486718,1.008187778236211,6.439148950766767,0.629235033534348,14.600986566356172,5.953636828878249,0.3431887343174405,7.59301371552201,4.825475381505552,0.3268462404769779,0.883468746384921,93192192,52240384,10964992,42885120,42237952,16101376,64405504,40861696,9203712,46571520,3051520,8904704,52.0,72.0,2.0,292.0,4.0,36.0,42.0,2.0,426.0,60.0,20.0,0,0,0,0,0.0012023554603854,0.003096326243628,0.0202056962025316,0.0003570884726663,0.0028599999999999,0.0200362843356395,0.0019142857142857,0.000311096553481,0.0032434738955823,0.0003922528940338,0.0042678800856531,0.0047733872385304,0.0411363636363636,0.0038179597971068,0.004572,0.0745256609642301,0.0043828571428571,0.0029857207410754,0.0055807926829268,0.0039015673981191
1693321720,1.2597708979068416,6.973497272486718,1.008187778236211,6.439148950766767,0.629235033534348,14.600986566356172,5.953636828878249,0.2947390647501759,7.59301371552201,4.825475381505552,0.3268462404769779,0.883468746384921,93192192,52240384,10964992,42885120,42237952,16101376,64405504,40861696,9203712,46571520,3051520,8904704,46.0,84.0,4.0,220.0,4.0,54.0,38.0,4.0,518.0,62.0,26.0,0,0,0,0,0.0012023554603854,0.0030956567610339,0.0200632911392405,0.0003569606275226,0.0028578680203045,0.0200362843356395,0.001905109489051,0.0003110825961923,0.0032434738955823,0.0003931143114311,0.0042678800856531,0.004772182169861,0.0407692307692307,0.0038170084666039,0.0045715736040609,0.0745256609642301,0.0043810218978102,0.0029853526220614,0.0055807926829268,0.0039058267716535
1693321721,1.2597708979068416,6.029155802449861,1.008187778236211,6.316455082131937,0.629235033534348,14.600986566356172,5.953636828878249,0.2890192525115519,7.59301371552201,4.825475381505552,0.3268462404769779,0.883468746384921,93192192,52285440,10964992,44961792,42237952,16101376,64405504,40861696,9203712,46571520,3051520,8904704,62.0,98.0,2.0,332.0,0.0,64.0,60.0,2.0,590.0,54.0,32.0,0,0,0,0,0.0012093023255813,0.0030968390279554,0.0201324503311258,0.000360978269989,0.0028578680203045,0.0201698370861473,0.001905109489051,0.0003117229129662,0.0032443746729461,0.0003858447488584,0.0042716279069767,0.0047743102503197,0.0409803921568627,0.0038622970535177,0.0045715736040609,0.0763067292644757,0.0043810218978102,0.0030022291021671,0.0056066878980891,0.0038686868686868
1693321722,1.2597708979068416,6.029155802449861,1.008187778236211,6.316455082131937,0.629235033534348,14.600986566356172,5.953636828878249,0.2832994402729278,7.593013715522008,4.825475381505552,0.3268462404769779,0.8986417868151421,93192192,52285440,10964992,44961792,42237952,16101376,64405504,40861696,9203712,46571520,3051520,8904704,138.0,222.0,0.0,612.0,0.0,62.0,96.0,0.0,1138.0,180.0,18.0,0,0,0,0,0.0012036637931034,0.0030939479239971,0.0200158227848101,0.0003588400122831,0.0028578680203045,0.0201100545539921,0.001905109489051,0.000312394680929,0.0032413879808901,0.000393018018018,0.0042683189655172,0.0047691062631949,0.0406372549019607,0.0038357329354718,0.0045715736040609,0.075174506828528,0.0043810218978102,0.0030189317507418,0.0055244648318042,0.0039053627760252
1693321723,1.2597708979068416,6.029155802449861,1.0673964761181542,6.316455082131937,0.629235033534348,14.600986566356172,5.953636828878249,0.3399787515134205,7.593013715522008,4.825475381505552,0.3268462404769779,0.8986417868151421,93192192,52285440,10964992,44961792,42237952,16101376,64405504,40861696,9203712,46571520,3051520,8904704,52.0,66.0,0.0,210.0,0.0,32.0,36.0,0.0,386.0,56.0,6.0,0,0,0,0,0.0012036637931034,0.0031084208696515,0.0200158227848101,0.0003588400122831,0.0028578680203045,0.0201100545539921,0.001905109489051,0.0003124746384599,0.0032588473205257,0.0003929553845615,0.0042683189655172,0.0047951575653728,0.0406372549019607,0.0038357329354718,0.0045715736040609,0.075174506828528,0.0043810218978102,0.0030209712752324,0.0059760479041916,0.0039050558725861
1693321724,1.2597708979068416,6.029155802449861,0.9552365556424748,6.316455082131937,0.629235033534348,14.402401264925857,6.022965410457028,0.3399787515134205,7.593013715522008,3.7312793519053136,0.3268462404769779,0.8746432955263856,93192192,52285440,11280384,44961792,42237952,15994880,64405504,40861696,9203712,46571520,3051520,8904704,44.873,59.077,0.0,163.845,0.0,34.0,26.565,0.0,348.459,51.308,10.247,0,0,0,0,0.0012036637931034,0.0031084230972982,0.0200158227848101,0.0003588400122831,0.0028585858585858,0.0203484477241303,0.0019051379636572,0.0003124954209099,0.0032588473205257,0.000393018018018,0.0042683189655172,0.0047951615751368,0.0406372549019607,0.0038357329354718,0.0045717171717171,0.0795973645680819,0.0043810275927314,0.0030215079247518,0.0059760479041916,0.0039053627760252
1693321725,1.2597708979068416,6.029155802449861,0.9552365556424748,6.3038740157124735,0.582913998809879,14.402401264925857,5.982161425056088,0.3399787515134205,7.593013715522008,3.8089730636189936,0.3268462404769779,0.8746432955263856,93192192,52285440,11280384,44961792,42237952,15994880,64417792,40861696,9203712,46571520,3051520,8904704,56.0,98.0,2.0,337.734,4.0,48.0,42.0,4.0,460.0,66.0,22.0,0,0,0,0,0.0012027653582095,0.0031079755180069,0.0199690114133358,0.0003588495875524,0.0028605869873601,0.0203493506460744,0.0019361702127659,0.0003125178378164,0.0032592150247171,0.0003935854332488,0.0042681394568468,0.0047943559324124,0.040490400552213,0.0038357760791369,0.004572117397472,0.0796092450314681,0.0043872340425531,0.0030220956905712,0.0059836493104882,0.0039081161493124
