time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702354467,1.966321243523323,10.480299213966196,1.0771618077463965,11.691754251351746,0.8077427198861229,18.39884466865965,9.1911705877746,0.46414075832900153,8.852840026333093,7.339102940217774,0.5874256301863152,1.2413833608168279,94760960,53248000,10960896,74416128,42041344,15810560,55910400,34177024,9146368,44765184,3133440,8413184,42.121,98.209,8,394.641,8,49.18,52,8.264,597.83,63.598,44.877,0,0.0030568692008380726,0.003648272768057425,0.0406015037593985,0.0030347708563705617,0.0031265822784810123,0.06594721262950172,0.003075,0.0021473391399516625,0.006878654970760234,0.0023651315789473687,0.004773241544447771,0.008294911333847342,0.07484848484848484,0.004887873203096205,0.004827848101265823,0.20166363636363632,0.0047350000000000005,0.004617273929499749,0.011977728285077944,0.004575657894736842
1702354468,1.966321243523323,10.480299213966196,1.0771618077463965,11.691754251351746,0.8077427198861229,18.39884466865965,10.635706310084556,0.46414075832900153,8.852840026333093,7.339102940217774,0.5874256301863152,1.2413833608168279,94760960,53248000,10960896,74416128,42041344,15810560,55910400,34177024,9146368,44765184,3133440,8413184,54,82,0,226,0,50,36,0,534,72,22,0,0.0030568634591216564,0.003648272768057425,0.0406015037593985,0.0030347708563705617,0.0031265822784810123,0.06585335948994606,0.003075,0.0021473804707659314,0.006878435314663616,0.0023649712190572723,0.004773234737169165,0.008294911333847342,0.07484848484848484,0.004887873203096205,0.004827848101265823,0.20118315918869084,0.0047350000000000005,0.0046172801764861994,0.011976475075511432,0.004575615702597018
1702354469,1.966321243523323,10.480299213966196,1.0771618077463965,11.691754251351746,0.8077427198861229,18.39884466865965,10.635706310084556,0.46414075832900153,7.713209011498774,7.339102940217774,0.5874256301863152,1.2413833608168279,94760960,53248000,10960896,74416128,42041344,15810560,55910400,34177024,9146368,44765184,3133440,8413184,60,84,0,362,2,54,38,0,540,64,17.561,0,0.0030568692008380726,0.003648272768057425,0.0406015037593985,0.0030347708563705617,0.0031265822784810123,0.06585335948994606,0.003075,0.0021473391399516625,0.006878654970760234,0.0023652838554093533,0.004773241544447771,0.008294911333847342,0.07484848484848484,0.004887873203096205,0.004827848101265823,0.20118315918869084,0.0047350000000000005,0.004617273929499749,0.011977728285077944,0.0045756979600535
1702354470,1.966321243523323,10.480299213966196,1.0771618077463965,11.863607504974837,0.8077427198861229,18.39884466865965,10.635706310084556,0.46414075832900153,7.565661677726557,7.339102940217774,0.5874256301863152,1.2413833608168279,94760960,53248000,10960896,74416128,42041344,15810560,55910400,34177024,9146368,44765184,3133440,8413184,59.642,94.865,3.988,245.416,4,51.793,43.738,4,592.171,85.483,27.123,0,0.0030582932692307697,0.003648147452418792,0.040601500802216306,0.0030404547349942366,0.0031265822784810123,0.06584680012315527,0.003075,0.002148802123160519,0.006887578053482613,0.002365643188348714,0.004776081730769231,0.00830477245865275,0.07484846563465726,0.004899012950469327,0.004827848101265823,0.20105799530822932,0.0047350000000000005,0.004616214932937554,0.012342432385050008,0.0045671054354021025
1702354471,1.9820698396370036,10.480299213966196,1.0771618077463965,11.863607504974837,0.8077427198861229,18.445694848571787,10.635706310084556,0.35611688280880777,7.418114343954339,7.339102940217774,0.5874256301863152,1.2413833608168279,94756864,53248000,10960896,74416128,42041344,15712256,55910400,34177024,9146368,44765184,3133440,8413184,74,108,0,328.93,0,42,60,0,522,80,12.016,0,0.0030602734381316027,0.0036455809780170483,0.0406015037593985,0.003044767364339002,0.0031265822784810123,0.06584679393049438,0.003075,0.0022134528731360625,0.006887380777696258,0.002365264858130831,0.004776004975035871,0.008296972049689441,0.07484848484848484,0.004906437489212132,0.004827848101265823,0.20105798889574333,0.0047350000000000005,0.004631030798532077,0.012341304347826092,0.004567008493032253
1702354472,1.9820698396370036,10.480299213966196,1.1055013030155447,11.863607504974837,0.8077427198861229,18.445694848571787,9.236726863136127,0.3635740211179361,9.004944387153776,7.339102940217774,0.48810398794712284,1.2413833608168279,94756864,53248000,10960896,74416128,42041344,15712256,55910400,34177024,9269248,44765184,3133440,8413184,70,106,8,400,8,68,58,8,666,86,38,0,0.0030602772754671492,0.0036455809780170483,0.0406015037593985,0.003044782581802437,0.003127388535031847,0.06584679393049438,0.003075,0.0021473693792099036,0.006902273560689402,0.0023867313915857604,0.0047760096443640754,0.008296972049689441,0.07484848484848484,0.00490645141337292,0.004829299363057325,0.20105798889574333,0.0047350000000000005,0.004616912434006919,0.012625799573560753,0.004573139158576051
1702354473,1.9820698396370036,10.480299213966196,1.1055013030155447,11.863607504974837,0.8533485699907735,18.445694848571787,9.059465091301384,0.3710311594270644,9.004944387153776,7.339102940217774,0.4979943456454122,1.2413833608168279,94756864,53248000,10960896,74416128,42041344,15712256,55910400,34177024,9269248,44765184,3133440,8413184,62,100,4,360.771,4,60,44,6,594,76,28,0,0.0030602772754671492,0.0036455809780170483,0.0406015037593985,0.0030447891030169556,0.003127388535031847,0.0659304047384008,0.003075,0.0021473693792099036,0.006902273560689402,0.0023867313915857604,0.0047760096443640754,0.008296972049689441,0.07484848484848484,0.0049064573803620885,0.004829299363057325,0.20151247717589776,0.0047350000000000005,0.004616912434006919,0.012625799573560753,0.004573139158576051
1702354474,1.9820698396370036,10.480299213966196,1.1055013030155447,11.863607504974837,0.8533485699907735,18.44569484857178,8.882203319466642,0.3784882977361927,9.004944387153776,7.339102940217774,0.5934214618973561,1.2413833608168279,94756864,53248000,10960896,74416128,42041344,15712256,55910400,34177024,9269248,44765184,3133440,8413184,58,114,8,359.046,6,62,58,6,660,86,38,0,0.0030602772754671492,0.0036455809780170483,0.0406015037593985,0.0030447891030169556,0.003127388535031847,0.0659304047384008,0.003075,0.0021473693792099036,0.006902273560689402,0.0023867313915857604,0.0047760096443640754,0.008296972049689441,0.07484848484848484,0.0049064573803620885,0.004829299363057325,0.20151247717589776,0.0047350000000000005,0.004616912434006919,0.012625799573560753,0.004573139158576051
1702354475,1.9820698396370036,10.480299213966196,1.1055013030155447,11.863607504974837,0.8533485699907735,18.44569484857178,10.830434296365286,0.385945436045321,9.004944387153776,7.339102940217774,0.5934214618973561,1.2413833608168279,94756864,53248000,10960896,74416128,42041344,15712256,55820288,34177024,9269248,44765184,3133440,8413184,65.014,133.654,8,395.337,12,58.615,64,11.65,742.889,84.889,45.231,0,0.00305531588923997,0.0036359488098211754,0.04067389469583847,0.0030376646282364254,0.003127388535031847,0.06651691270916621,0.003071026051495707,0.0021040644214505616,0.006876345576192489,0.0023661363488807377,0.004769852504420345,0.008280458115551791,0.07530810534390178,0.004901603376397519,0.004829299363057325,0.20192267076743595,0.004727846892692272,0.00461302200525113,0.012598852356830344,0.004567090534599995
1702354476,2.020530265132552,8.880414298806507,1.1055013030155447,11.863607504974837,0.8533485699907735,18.44569484857178,10.830434296365286,0.3934025743544493,9.004944387153776,7.339102940217774,0.5934214618973561,1.2525346189713749,94756864,53248000,10960896,74416128,42041344,15712256,55820288,34177024,9269248,44765184,3133440,8441856,79.969,118.412,0,337.549,0,65.041,59.081,1.961,674.582,87.575,29.258,0,0.003064537586159724,0.003667622239775417,0.04097744360902256,0.003046091783029582,0.003117305267773941,0.06650641169864914,0.003073097602095577,0.0022360424444945915,0.00691883958908427,0.0023950733898050604,0.004778162444534567,0.008376218300847957,0.077027027027027,0.004905613492764724,0.004811149481993093,0.2018726560920659,0.004731575683772039,0.004644500295217031,0.012477305387512561,0.0045773524825685466
1702354477,2.020530265132552,7.512965000000022,1.1055013030155447,11.863607504974837,0.8533485699907735,18.44569484857178,10.830434296365286,0.4474282985476992,9.078470022559973,7.339102940217774,0.5917667051569765,1.2525346189713749,94756864,53248000,10960896,74416128,42041344,15712256,55820288,34177024,9269248,44765184,3002368,8441856,48,75.644,0,330.73,0,44.807,56,0,406,50,21.804,0,0.0030644887722870613,0.003666025255618741,0.04099746033663872,0.00304585212892427,0.0031156069364161845,0.06650649976796667,0.0030909338434178513,0.002171687172752791,0.0069072134831237395,0.0023728831231910165,0.0047781009561620675,0.008371054936055068,0.07712989026772886,0.004904626182893255,0.004808092485549134,0.2018729435470698,0.004763680918152133,0.004626766102892185,0.012294221745102946,0.004576114560709984
1702354478,2.020530265132552,10.189813479906343,1.1055013030155447,11.863607504974837,0.8533485699907735,18.44569484857178,10.830434296365286,0.3930670031305386,9.078470022559973,7.339102940217774,0.5917667051569765,1.2525346189713749,94756864,53202944,10960896,74416128,42041344,15712256,55820288,34177024,9269248,44765184,3002368,8441856,54.533,93.182,4.037,296.969,2,46.185,54.99,2,598.656,74.697,28.22,0,0.0030644944683943555,0.003665996786624161,0.040996410990624406,0.0030458378636300147,0.0031160235117713014,0.06675304463161387,0.00309133574616481,0.0021717545574499075,0.006907189000161543,0.0023736316595013005,0.00477810813126103,0.008370961573958806,0.07712452707430759,0.004904573349207379,0.004808842321188344,0.20126248924188997,0.004764404343096658,0.004626766985587586,0.0122940883149913,0.004576288955578537
1702354479,2.020530265132552,10.189813479906343,1.1055013030155447,11.863607504974837,0.8533485699907735,18.44569484857178,10.830434296365286,0.38560986482141024,9.078470022559973,7.339102940217774,0.5917667051569765,1.2631743459134055,94756864,53202944,10960896,74416128,42041344,15712256,55820288,34177024,9269248,44765184,3002368,8441856,68.239,109.269,2.203,405.372,2,56.838,63.877,1.883,650.556,83.353,33.216,0,0.003064537586159724,0.0036661495233015033,0.04099755075542965,0.0030459612129653973,0.0031156069364161845,0.06675286182028688,0.0030909338434178513,0.002172164288645016,0.006907354786823759,0.0023729257408545545,0.004778162444534567,0.008371387182461948,0.07713035224636153,0.004904730585861606,0.004808092485549134,0.20126241632760627,0.004763680918152133,0.004626888497297939,0.01229499181015942,0.004576126980733773
1702354480,2.020530265132552,10.189813479906343,1.1055013030155447,11.926072351875575,0.8533485699907735,18.44569484857178,10.830434296365286,0.37815272651228193,9.078470022559973,7.339102940217774,0.5917667051569765,1.2631743459134055,94756864,53202944,10960896,75988992,42041344,15712256,55820288,34177024,9269248,44765184,3002368,8441856,52.293,130.966,8,387.605,8,62.868,62,8,661.825,85.825,38.227,0,0.003059206558892171,0.0036455817719362803,0.04080355237882359,0.003033324104429577,0.0031160119127097933,0.06635024379201067,0.003094393982672101,0.002112084465856305,0.006856611161963261,0.002336243451008805,0.004771203105576291,0.00831890473298893,0.07608097198620581,0.004891715369483841,0.004808821442877628,0.20072688604578018,0.004769909168809782,0.004601311776737729,0.011889408282166385,0.004571923249349273
1702354481,2.020530265132552,10.189813479906343,1.1055013030155447,11.926072351875575,0.8533485699907735,18.44569484857178,10.830434296365286,0.5034859970933426,9.078470022559973,6.334074121228929,0.5917667051569765,1.2631743459134055,94756864,53202944,10960896,75988992,42041344,15712256,55820288,34418688,9269248,44765184,3002368,8441856,18.987,62.328,0,220.162,0,7.782,6.565,0,370.787,34.258,6.012,0,0.003054729327781083,0.0036554099089091316,0.040625,0.003056297379920599,0.0030790970172453118,0.06672697557947228,0.0031023005738450827,0.002214542346776571,0.006905068563950142,0.0023679041811346083,0.004763236168947056,0.00832096896290689,0.075,0.004915346999979269,0.004742374631041562,0.20103512085395936,0.004784141032921149,0.004622497394947474,0.012356048797513852,0.004575257426669029
1702354482,2.020530265132552,10.189813479906343,1.1055013030155447,11.926072351875575,0.8533485699907735,18.77442240045027,11.033568605307751,0.5034859970933425,9.075093805179497,6.46016047605871,0.5917667051569765,1.2631743459134055,94756864,53202944,10960896,75988992,42041344,15712256,55820288,34418688,9207808,44765184,3002368,8441856,45.277,50.558,0,209.639,0,35.088,30.702,0,422.078,41.85,6.579,0,0.003054738314172133,0.0036554099089091316,0.040625,0.003056297379920599,0.0030678012448685913,0.06672701055982475,0.003102272727272727,0.002167083751797151,0.006951771199919303,0.0024158886856817546,0.004763247542945202,0.00832096896290689,0.075,0.004915346999979269,0.004722042240763464,0.20103514928613736,0.004784090909090909,0.004611554874683968,0.012903192355565082,0.004583973848169275
1702354483,2.020530265132552,10.189813479906343,1.1748561110484093,11.926072351875575,0.8533485699907735,18.77442240045027,11.03356860530775,0.5034859970933425,9.075093805179497,6.4455344588984556,0.5917667051569765,1.2631743459134055,94756864,53202944,11132928,75988992,42041344,15712256,55820288,34418688,9207808,44765184,3002368,8441856,58,118,4,302,6,54,54,4,590,86,40,0,0.003054729327781083,0.0036554099089091316,0.040625,0.0030562575941676796,0.0030677966101694916,0.0671358024691358,0.003102272727272727,0.002167045201514139,0.006951548991354466,0.0024157480314960633,0.004763236168947056,0.00832096896290689,0.075,0.004915309842041314,0.004722033898305085,0.20321764705882356,0.004784090909090909,0.0046115430861723445,0.012902105263157892,0.004583937007874015
1702354484,2.020530265132552,10.189813479906343,1.1748561110484093,9.581741592362267,0.8533485699907735,18.77442240045027,11.03356860530775,0.5034859970933425,9.075093805179497,6.319448104068674,0.5917667051569765,1.2631743459134055,94756864,53202944,11132928,75988992,42041344,15712256,55820288,34418688,9207808,44765184,3002368,8441856,44,80,0,254,0,40,44,0,370,58,18.316,0,0.003054729327781083,0.0036554099089091316,0.040625,0.0030562575941676796,0.0030677966101694916,0.0671358024691358,0.003102272727272727,0.002167045201514139,0.006951548991354466,0.0024157480314960633,0.004763236168947056,0.00832096896290689,0.075,0.004915309842041314,0.004722033898305085,0.20321764705882356,0.004784090909090909,0.0046115430861723445,0.012902105263157892,0.004583937007874015
1702354485,2.020530265132552,10.189813479906343,1.1748561110484093,9.78280987794126,0.6677783029983002,18.77442240045027,11.03356860530775,0.5034859970933425,9.075093805179497,6.193361749238892,0.5917667051569765,1.2631743459134057,94756864,53202944,11132928,75988992,42041344,15712256,55820288,34418688,9207808,44765184,3002368,8441856,100,102,0,402,0,58,60,0,578,74,8,0,0.0030590339892665477,0.003663835493965132,0.04077586206896552,0.0030599145820622326,0.0030677966101694916,0.06751106738809641,0.003104651162790698,0.0021655996776648607,0.006975454545454545,0.0024193037974683546,0.004771138938580799,0.008403905053598774,0.07592105263157894,0.00492280658938377,0.004722033898305085,0.20427132701421805,0.004788372093023257,0.004616922594797869,0.013571283095723025,0.004595253164556963
1702354486,1.7199539378578057,10.189813479906343,1.1748561110484093,9.983878163520252,0.6815585060142011,18.77442240045027,11.03356860530775,0.5034859970933425,9.075093805179497,7.499650364379311,0.5917667051569765,1.2381955336470245,94756864,53202944,11132928,75988992,42041344,15712256,55820288,34418688,9207808,44797952,3002368,8527872,72,104,4,338,4,70,54,4,676,84,32,0,0.0030595592614651576,0.003675973879756811,0.04091726618705037,0.0030598039215686277,0.0030701754385964912,0.06751106738809641,0.003095808383233533,0.0022256912653360193,0.006975454545454545,0.0024137380191693297,0.004772960095294819,0.008490377213240951,0.0767105263157895,0.004924901960784314,0.004726315789473684,0.20427132701421805,0.00477245508982036,0.004632796191173778,0.013571283095723025,0.00459520766773163
1702354487,1.6862784334389296,10.189813479906343,1.1748561110484093,10.184946449099247,0.6953387090301021,18.77442240045027,11.03356860530775,0.5034859970933425,9.075093805179497,7.499650364379311,0.5917667051569765,1.2381955336470245,94756864,53202944,11132928,75988992,42041344,15712256,55820288,34418688,9207808,44797952,3002368,8527872,62,88,4,250,2,50,44,4,544,74,26,0,0.0030595592614651576,0.003675973879756811,0.04091726618705037,0.0030598039215686277,0.0030710059171597634,0.06751106738809641,0.003095808383233533,0.002164701134478274,0.00696305060065526,0.002407051282051282,0.004772960095294819,0.008490377213240951,0.0767105263157895,0.004924901960784314,0.0047278106508875746,0.20427132701421805,0.00477245508982036,0.004616035155374199,0.013471252566735085,0.00459423076923077
1702354488,1.652602929020054,10.189813479906343,1.1748561110484093,10.38601473467824,0.5871400000000017,18.77442240045027,11.03356860530775,0.5034859970933425,9.095071322921067,7.499650364379311,0.5917667051569765,1.2381955336470245,94756864,53202944,11132928,75988992,42041344,15712256,55820288,34418688,9207808,44797952,3002368,8527872,56,96,0,290.974,0,54,44,0,524,76,24,0,0.0030595592614651576,0.003675973879756811,0.04091726618705037,0.003059810361874074,0.0030710059171597634,0.06734245236932093,0.003095808383233533,0.002164701134478274,0.00696305060065526,0.002407051282051282,0.004772960095294819,0.008490377213240951,0.0767105263157895,0.004924908038872402,0.0047278106508875746,0.2035311572700296,0.00477245508982036,0.004616035155374199,0.013471252566735085,0.00459423076923077
1702354489,1.618927424601178,10.189813479906343,1.1748561110484093,12.064097134739585,0.8923671972813466,18.77442240045027,11.03356860530775,0.5034859970933425,9.095071322921067,7.499650364379311,0.5846614297475293,1.2381955336470245,94756864,53202944,11132928,75988992,42041344,15712256,55820288,34418688,9207808,44797952,3006464,8527872,60,108,8,414,8.016,54,38,8,580,80,44,0,0.0030595592614651576,0.003675973879756811,0.04091726618705037,0.0030598039215686277,0.0030710065385580404,0.06734245236932093,0.003095808383233533,0.002164701134478274,0.00696305060065526,0.002407051282051282,0.004772960095294819,0.008490377213240951,0.0767105263157895,0.004924901960784314,0.004727811769404473,0.2035311572700296,0.00477245508982036,0.004616035155374199,0.013471252566735085,0.00459423076923077
1702354490,2.087680196298955,9.817418655483124,1.3451737349012787,12.064097134739585,0.8923671972813466,18.605337002371645,9.45441974747476,0.5405728230156509,9.095071322921067,7.499650364379311,0.5846614297475293,1.2381955336470245,94756864,53207040,11132928,75988992,42041344,15781888,55820288,34418688,9207808,44797952,3006464,8527872,40.08,68,4,246,5.953,34,30,6,430,46,20,0,0.003057091882247993,0.003660546350201522,0.04124087591240876,0.0030601916854892863,0.0030710096453992674,0.0667730844793713,0.003106508875739645,0.0021587514533583756,0.006960320349472151,0.002400958466453674,0.004768421052631579,0.008430295950155762,0.07829268292682928,0.004924790916305476,0.0047278173617186815,0.2030653869226155,0.0047917159763313615,0.004601180574188355,0.013423236514522817,0.004579872204472843
1702354491,2.1767741797493323,9.817418655483124,1.3451737349012787,12.064097134739585,0.8923671972813466,18.605337002371645,9.270526937386297,0.5405728230156509,9.095071322921067,7.499650364379311,0.502525806605889,1.2381955336470245,94756864,53207040,11132928,75988992,42041344,15781888,55820288,34418688,9207808,44797952,3006464,8527872,64,88,4,271.129,6,58,42,4,554,70,22,0,0.003053055141579732,0.0036587815219817003,0.04133928571428572,0.0030687376117988253,0.0030930232558139537,0.0667730844793713,0.0031156069364161845,0.0022149251004749725,0.006960320349472151,0.002405562620429821,0.004767034277198211,0.008422628304821149,0.07872093023255816,0.004928340979320717,0.004767441860465117,0.2030653869226155,0.004808092485549134,0.004612805991962002,0.013423236514522817,0.004579994716362959
